1.179999, 0, 0, 14.54118, 1.29094, 0, 7190.284, -544.5872, -1.610494, 0.01663505, 0.1455349, 114.5358, 1.702331, 1.470367, 12.03971
1.699999, 1, -0.1163518, 20.95864, 1.353282, -0.20468853435585450996945, 15595.54, -548.9559, -1.610494, 0.01663505, 0.1455349, 169.2445, 1.702331, 1.458742, 12.34113
 
1.709999, 1, -0.1063518, 21.0849, 1.354374, -0.21063425908697033926194, 15792.79, -549.0421, -1.610494, 0.01663505, 0.1455349, 170.3245, 1.702331, 1.458518, 12.34692
 
1.719999, 1, -0.09635182, 21.21145, 1.355676, -0.2156730074407143151135748468, 15991.41, -549.1282, -1.610494, 0.01663505, 0.1455349, 171.4055, 1.702331, 1.458294, 12.35272
 
1.729999, 1, -0.08635183, 21.33803, 1.356908, -0.2198159931866568375315951532, 16191.39, -549.2145, -1.610494, 0.01663505, 0.1455349, 172.4874, 1.702331, 1.458071, 12.35852
 
1.739999, 1, -0.07635183, 21.46455, 1.358002, -0.22307384430042733081242, 16392.72, -549.3008, -1.610494, 0.01663505, 0.1455349, 173.5701, 1.702331, 1.457847, 12.36431
 
1.749999, 1, -0.06635183, 21.59108, 1.359027, -0.22545810929098625623533, 16595.39, -549.3873, -1.610494, 0.01663505, 0.1455349, 174.6536, 1.702331, 1.457624, 12.37011
 
1.759999, 1, -0.05635183, 21.71774, 1.360122, -0.2269795835036614161266648468, 16799.41, -549.4738, -1.610494, 0.01663505, 0.1455349, 175.7378, 1.702331, 1.4574, 12.37591
 
1.769999, 1, -0.04635184, 21.84433, 1.361079, -0.22764822543530964387504, 17004.78, -549.5604, -1.610494, 0.01663505, 0.1455349, 176.8229, 1.702331, 1.457177, 12.3817
 
1.779999, 1, -0.03635184, 21.97114, 1.362176, -0.2274739935827835886266951532, 17211.49, -549.647, -1.610494, 0.01663505, 0.1455349, 177.9088, 1.702331, 1.456953, 12.3875
 
1.789999, 1, -0.02635184, 22.09796, 1.363203, -0.22646768329141105270797, 17419.56, -549.7338, -1.610494, 0.01663505, 0.1455349, 178.9954, 1.702331, 1.456729, 12.3933
 
1.799999, 1, -0.01635184, 22.22485, 1.364231, -0.2246385835792679101149248468, 17628.99, -549.8206, -1.610494, 0.01663505, 0.1455349, 180.0828, 1.702331, 1.456506, 12.39909
 
1.809999, 1, -0.006351838, 22.35188, 1.365329, -0.2219973224219911167802551532, 17839.77, -549.9075, -1.610494, 0.01663505, 0.1455349, 181.1711, 1.702331, 1.456282, 12.40489
 
1.819999, 1, 0.003648162, 22.47892, 1.366358, -0.2185534398921932347147251532, 18051.91, -549.9944, -1.610494, 0.01663505, 0.1455349, 182.2602, 1.702331, 1.456059, 12.41069
 
1.829999, 1, 0.01364816, 22.60603, 1.367387, -0.2143179823897479595926051532, 18265.42, -550.0815, -1.610494, 0.01663505, 0.1455349, 183.3501, 1.702331, 1.455835, 12.41648
 
1.839999, 1, 0.02364816, 22.73322, 1.368417, -0.20929956945394853232045, 18480.28, -550.1686, -1.610494, 0.01663505, 0.1455349, 184.4407, 1.702331, 1.455612, 12.42228
 
1.849999, 1, 0.03364816, 22.86048, 1.369447, -0.20350749010287082689432, 18696.52, -550.2559, -1.610494, 0.01663505, 0.1455349, 185.5323, 1.702331, 1.455388, 12.42808
 
1.859999, 1, 0.04364816, 22.98788, 1.370548, -0.1969515354636741355213851532, 18914.13, -550.3431, -1.610494, 0.01663505, 0.1455349, 186.6246, 1.702331, 1.455164, 12.43387
 
1.869999, 1, 0.05364816, 23.11522, 1.37151, -0.18964082718473511731931, 19133.09, -550.4305, -1.610494, 0.01663505, 0.1455349, 187.7178, 1.702331, 1.454941, 12.43967
 
1.879999, 1, 0.06364816, 23.24276, 1.372611, -0.18158473796897799845064, 19353.43, -550.5179, -1.610494, 0.01663505, 0.1455349, 188.8117, 1.702331, 1.454717, 12.44547
 
1.889999, 0.9817389, 0.07364815, 23.37031, 1.373644, -0.1727924731496277901995248468, 19575.14, -550.6055, -1.610494, 0.01663505, 0.1455349, 189.9065, 1.702331, 1.454494, 12.45126
 
1.899999, 0.9134097, 0.08346555, 23.498, 1.374747, -0.16328127180527515862145, 19798.23, -550.6931, -1.610494, 0.01663505, 0.1455349, 191.0021, 1.702331, 1.45427, 12.45706
 
1.909999, 0.8403406, 0.09259965, 23.62563, 1.375711, -0.15309607269903331894236, 20022.69, -550.7808, -1.610494, 0.01663505, 0.1455349, 192.0985, 1.702331, 1.454046, 12.46286
 
1.919999, 0.7629242, 0.1010031, 23.75346, 1.376815, -0.14230491161193306155286, 20248.52, -550.8686, -1.610494, 0.01663505, 0.1455349, 193.1957, 1.702331, 1.453823, 12.46865
 
1.929999, 0.6815814, 0.1086323, 23.8813, 1.37785, -0.13097749802195464635528, 20475.73, -550.9564, -1.610494, 0.01663505, 0.1455349, 194.2937, 1.702331, 1.453599, 12.47445
 
1.939999, 0.5967674, 0.1154481, 24.00919, 1.378885, -0.11918697248582646129036, 20704.3, -551.0444, -1.610494, 0.01663505, 0.1455349, 195.3925, 1.702331, 1.453376, 12.48025
 
1.949998, 0.508973, 0.1214158, 24.13716, 1.37992, -0.10700932084509241511118, 20934.25, -551.1324, -1.610494, 0.01663505, 0.1455349, 196.4921, 1.702331, 1.453152, 12.48604
 
1.959998, 0.4187107, 0.1265055, 24.26526, 1.381027, -0.09452170052916163102296, 21165.58, -551.2205, -1.610494, 0.01663505, 0.1455349, 197.5925, 1.702331, 1.452929, 12.49184
 
1.969998, 0.3265199, 0.1306926, 24.39335, 1.382064, -0.08180269160985099263709, 21398.27, -551.3087, -1.610494, 0.01663505, 0.1455349, 198.6936, 1.702331, 1.452705, 12.49764
 
1.979998, 0.2329594, 0.1339578, 24.5215, 1.383101, -0.068931886745632318912881, 21632.33, -551.3969, -1.610494, 0.01663505, 0.1455349, 199.7954, 1.702331, 1.452481, 12.50343
 
1.989998, 0.1386032, 0.1362874, 24.64972, 1.384139, -0.055988736330736652769027, 21867.77, -551.4852, -1.610494, 0.01663505, 0.1455349, 200.8981, 1.702331, 1.452258, 12.50923
 
1.999998, 0.04404286, 0.1376734, 24.77798, 1.385177, -0.043053109183632613714272, 22104.57, -551.5735, -1.610494, 0.01663505, 0.1455349, 202.0014, 1.702331, 1.452034, 12.51503
 
2.009999, -0.0501162, 0.1381139, 24.90639, 1.386286, -0.0302048824912734891043134847, 22342.75, -551.662, -1.610494, 0.01663505, 0.1455349, 203.1055, 1.702331, 1.451811, 12.52082
 
2.019999, -0.1432727, 0.1376127, 25.03477, 1.387326, -0.017521121629736386349103, 22582.29, -551.7507, -1.610494, 0.01663505, 0.1455349, 204.2103, 1.702331, 1.451587, 12.52662
 
2.029999, -0.2348126, 0.13618, 25.16322, 1.388365, -0.0050791237821255365488794515, 22823.2, -551.8392, -1.610494, 0.01663505, 0.1455349, 205.3159, 1.702331, 1.451364, 12.53242
 
2.039999, -0.3241245, 0.1338319, 25.29172, 1.389406, 0.0070460574592164052380305485, 23065.48, -551.928, -1.610494, 0.01663505, 0.1455349, 206.4221, 1.702331, 1.45114, 12.53821
 
2.049999, -0.4106165, 0.1305906, 25.42033, 1.390517, 0.018783515922989710061754, 23309.11, -552.0167, -1.610494, 0.01663505, 0.1455349, 207.529, 1.702331, 1.450917, 12.54401
 
2.059999, -0.4936923, 0.1264845, 25.54886, 1.391488, 0.0300636392056373027367305153, 23554.12, -552.1057, -1.610494, 0.01663505, 0.1455349, 208.6366, 1.702331, 1.450693, 12.5498
 
2.069999, -0.5727741, 0.1215475, 25.67757, 1.392601, 0.0408200627125337842505844847, 23800.47, -552.1946, -1.610494, 0.01663505, 0.1455349, 209.7449, 1.702331, 1.450469, 12.5556
 
2.079998, -0.6473161, 0.1158198, 25.80626, 1.393643, 0.0509923576152889292622275153, 24048.19, -552.2837, -1.610494, 0.01663505, 0.1455349, 210.8538, 1.702331, 1.450246, 12.5614
 
2.089998, -0.7167856, 0.1093466, 25.935, 1.394686, 0.060522588893967297319404, 24297.27, -552.3727, -1.610494, 0.01663505, 0.1455349, 211.9634, 1.702331, 1.450022, 12.56719
 
2.099998, -0.7806875, 0.1021788, 26.06385, 1.395801, 0.0693585120982654938127085153, 24547.71, -552.4619, -1.610494, 0.01663505, 0.1455349, 213.0737, 1.702331, 1.449799, 12.57299
 
2.109998, -0.8385538, 0.0943719, 26.19261, 1.396774, 0.077452477076007961927857, 24799.52, -552.5511, -1.610494, 0.01663505, 0.1455349, 214.1846, 1.702331, 1.449575, 12.57879
 
2.119998, -0.8899707, 0.08598636, 26.32156, 1.397889, 0.0847635451997904591489, 25052.69, -552.6406, -1.610494, 0.01663505, 0.1455349, 215.2962, 1.702331, 1.449351, 12.58458
 
2.129998, -0.9345415, 0.07708666, 26.45048, 1.398934, 0.0912541419730785240045, 25307.23, -552.73, -1.610494, 0.01663505, 0.1455349, 216.4085, 1.702331, 1.449128, 12.59038
 
2.139998, -0.9719431, 0.06774125, 26.57944, 1.39998, 0.09689542122893362637661, 25563.12, -552.8195, -1.610494, 0.01663505, 0.1455349, 217.5214, 1.702331, 1.448904, 12.59618
 
2.149998, -1, 0.05802181, 26.70845, 1.401026, 0.10166219382825365554422, 25820.38, -552.9091, -1.610494, 0.01663505, 0.1455349, 218.635, 1.702331, 1.448681, 12.60197
 
2.159998, -1, 0.04802182, 26.83758, 1.402144, 0.10553939649848585426553, 26079.01, -552.9987, -1.610494, 0.01663505, 0.1455349, 219.7492, 1.702331, 1.448457, 12.60777
 
2.169998, -1, 0.03802182, 26.96668, 1.403191, 0.10852510448813737022631, 26339.02, -553.0885, -1.610494, 0.01663505, 0.1455349, 220.8642, 1.702331, 1.448234, 12.61357
 
2.179998, -1, 0.02802182, 27.09583, 1.404239, 0.11063086630616531731194, 26600.4, -553.1783, -1.610494, 0.01663505, 0.1455349, 221.9799, 1.702331, 1.44801, 12.61936
 
2.189998, -1, 0.01802182, 27.22503, 1.405288, 0.11186747729789917154571, 26863.16, -553.2682, -1.610494, 0.01663505, 0.1455349, 223.0962, 1.702331, 1.447786, 12.62516
 
2.199998, -1, 0.008021818, 27.35434, 1.406407, 0.11224606754805847022295, 27127.31, -553.3582, -1.610494, 0.01663505, 0.1455349, 224.2133, 1.702331, 1.447563, 12.63096
 
2.209998, -1, -0.001978181, 27.48357, 1.407386, 0.11177835293529535786506, 27392.85, -553.4482, -1.610494, 0.01663505, 0.1455349, 225.3312, 1.702331, 1.447339, 12.63675
 
2.219998, -0.99998, -0.01197818, 27.61306, 1.408578, 0.11047471038070173390528, 27659.76, -553.5383, -1.610494, 0.01663505, 0.1455349, 226.4497, 1.702331, 1.447116, 12.64255
 
2.229998, -0.9683471, -0.02197798, 27.74231, 1.409486, 0.10834568417506452841287, 27928.07, -553.6286, -1.610494, 0.01663505, 0.1455349, 227.569, 1.702331, 1.446892, 12.64835
 
2.239998, -0.9292763, -0.03166145, 27.8719, 1.410679, 0.10541403659690790788655, 28197.77, -553.7189, -1.610494, 0.01663505, 0.1455349, 228.6891, 1.702331, 1.446669, 12.65414
 
2.249998, -0.883103, -0.04095421, 28.00133, 1.41166, 0.10172077322151437815122, 28468.87, -553.8093, -1.610494, 0.01663505, 0.1455349, 229.8099, 1.702331, 1.446445, 12.65994
 
2.259998, -0.8302095, -0.04978524, 28.13095, 1.412783, 0.0973112512362372415683, 28741.38, -553.8997, -1.610494, 0.01663505, 0.1455349, 230.9315, 1.702331, 1.446221, 12.66574
 
2.269998, -0.7710392, -0.05808734, 28.26055, 1.413836, 0.09223584891928071957981, 29015.28, -553.9902, -1.610494, 0.01663505, 0.1455349, 232.0539, 1.702331, 1.445998, 12.67153
 
2.279998, -0.7060997, -0.06579773, 28.39021, 1.414889, 0.08655063511848007525245, 29290.59, -554.0809, -1.610494, 0.01663505, 0.1455349, 233.1771, 1.702331, 1.445774, 12.67733
 
2.289998, -0.6359487, -0.07285873, 28.51992, 1.415942, 0.080315720659805561512803, 29567.31, -554.1716, -1.610494, 0.01663505, 0.1455349, 234.3011, 1.702331, 1.445551, 12.68313
 
2.299998, -0.5611901, -0.07921822, 28.64975, 1.417068, 0.0735946474479754756410144847, 29845.43, -554.2623, -1.610494, 0.01663505, 0.1455349, 235.4258, 1.702331, 1.445327, 12.68892
 
2.309998, -0.4824815, -0.08483012, 28.77949, 1.418051, 0.0664548989440263374500434847, 30124.97, -554.3532, -1.610494, 0.01663505, 0.1455349, 236.5513, 1.702331, 1.445104, 12.69472
 
2.319998, -0.4005137, -0.08965494, 28.90943, 1.419178, 0.0589665193653285517991075153, 30405.91, -554.444, -1.610494, 0.01663505, 0.1455349, 237.6776, 1.702331, 1.44488, 12.70052
 
2.329998, -0.3160071, -0.09366007, 29.03934, 1.420233, 0.0512008165704494190554424847, 30688.27, -554.5351, -1.610494, 0.01663505, 0.1455349, 238.8047, 1.702331, 1.444656, 12.70631
 
2.339998, -0.2297183, -0.09682015, 29.16938, 1.421361, 0.043231634068837041625005, 30972.04, -554.6262, -1.610494, 0.01663505, 0.1455349, 239.9326, 1.702331, 1.444433, 12.71211
 
2.349998, -0.1424284, -0.09911733, 29.29932, 1.422346, 0.03513382795659353672835, 31257.21, -554.7173, -1.610494, 0.01663505, 0.1455349, 241.0613, 1.702331, 1.444209, 12.71791
 
2.359998, -0.05492829, -0.1005416, 29.42946, 1.423476, 0.026982271066790943073872, 31543.8, -554.8087, -1.610494, 0.01663505, 0.1455349, 242.1908, 1.702331, 1.443986, 12.7237
 
2.369998, 0.03199446, -0.1010909, 29.55957, 1.424533, 0.0188501541670662414779645153, 31831.8, -554.8999, -1.610494, 0.01663505, 0.1455349, 243.321, 1.702331, 1.443762, 12.7295
 
2.379998, 0.1175442, -0.100771, 29.68973, 1.425592, 0.01081049228687629584981, 32121.21, -554.9913, -1.610494, 0.01663505, 0.1455349, 244.452, 1.702331, 1.443539, 12.7353
 
2.389998, 0.2009142, -0.09959552, 29.82, 1.426722, 0.0029363155189510249649178, 32412.02, -555.0828, -1.610494, 0.01663505, 0.1455349, 245.5837, 1.702331, 1.443315, 12.74109
 
2.399998, 0.2813457, -0.09758637, 29.95018, 1.42771, -0.0047048491595525944529304, 32704.25, -555.1744, -1.610494, 0.01663505, 0.1455349, 246.7162, 1.702331, 1.443091, 12.74689
 
2.409998, 0.3580834, -0.09477291, 30.08054, 1.428842, -0.012046383588921518348694, 32997.88, -555.266, -1.610494, 0.01663505, 0.1455349, 247.8494, 1.702331, 1.442868, 12.75269
 
2.419998, 0.4304192, -0.09119208, 30.21087, 1.429903, -0.0190270053553203630284975153, 33292.91, -555.3577, -1.610494, 0.01663505, 0.1455349, 248.9834, 1.702331, 1.442644, 12.75848
 
2.429998, 0.4976576, -0.08688789, 30.34123, 1.430963, -0.025587110762954567338356, 33589.35, -555.4495, -1.610494, 0.01663505, 0.1455349, 250.1181, 1.702331, 1.442421, 12.76428
 
2.439998, 0.559186, -0.08191131, 30.47165, 1.432025, -0.0316750578924227632736885153, 33887.18, -555.5414, -1.610494, 0.01663505, 0.1455349, 251.2535, 1.702331, 1.442197, 12.77007
 
2.449998, 0.6144231, -0.07631945, 30.60216, 1.433159, -0.037242493638830265348927, 34186.43, -555.6333, -1.610494, 0.01663505, 0.1455349, 252.3897, 1.702331, 1.441974, 12.77587
 
2.459998, 0.6628333, -0.07017522, 30.73258, 1.43415, -0.042245567142079297981374, 34487.06, -555.7254, -1.610494, 0.01663505, 0.1455349, 253.5265, 1.702331, 1.44175, 12.78167
 
2.469998, 0.7039966, -0.06354688, 30.86317, 1.435285, -0.046650503197712595137346, 34789.11, -555.8175, -1.610494, 0.01663505, 0.1455349, 254.6641, 1.702331, 1.441526, 12.78746
 
2.479998, 0.7375104, -0.05650692, 30.9938, 1.436421, -0.050425417878826820655033, 35092.55, -555.9097, -1.610494, 0.01663505, 0.1455349, 255.8024, 1.702331, 1.441303, 12.79326
 
2.489998, 0.7630827, -0.04913181, 31.12431, 1.437413, -0.0535480175420438101317234847, 35397.38, -556.0019, -1.610494, 0.01663505, 0.1455349, 256.9413, 1.702331, 1.441079, 12.79906
 
2.499998, 0.7804851, -0.04150099, 31.255, 1.43855, -0.056001121688168919834507, 35703.62, -556.0943, -1.610494, 0.01663505, 0.1455349, 258.0809, 1.702331, 1.440856, 12.80485
 
2.509998, 0.7896072, -0.03369614, 31.38565, 1.439615, -0.05777752505183082982818, 36011.25, -556.1868, -1.610494, 0.01663505, 0.1455349, 259.2213, 1.702331, 1.440632, 12.81065
 
2.519998, 0.7903814, -0.02580007, 31.51633, 1.440681, -0.05887337813004391916913, 36320.27, -556.2792, -1.610494, 0.01663505, 0.1455349, 260.3623, 1.702331, 1.440409, 12.81645
 
2.529998, 0.7828578, -0.01789625, 31.64705, 1.441748, -0.059294187385774695782415, 36630.7, -556.3718, -1.610494, 0.01663505, 0.1455349, 261.504, 1.702331, 1.440185, 12.82224
 
2.539998, 0.7671684, -0.01006767, 31.7778, 1.442814, -0.059051911383733098611664, 36942.52, -556.4645, -1.610494, 0.01663505, 0.1455349, 262.6464, 1.702331, 1.439961, 12.82804
 
2.549998, 0.7435254, -0.002395991, 31.90865, 1.443954, -0.0581645005237112470548695153, 37255.74, -556.5573, -1.610494, 0.01663505, 0.1455349, 263.7895, 1.702331, 1.439738, 12.83384
 
